# Final MCMC Chain Data for Kinematic Snap Model (KSM) - Post-Burn-In Samples
Holographic_Parameter_c	Transition_Width_w
0.57817014	17327.71376227
0.57088673	14358.09783897
0.59659083	14068.56766477
0.57300729	14859.43713454
0.58732233	13509.04141586
0.58716352	14353.56230792
0.57537844	13776.35433838
0.58942422	14780.24027301
0.58356255	13681.05604933
0.58183168	15004.51762385
0.57296558	15686.08200360
0.57771679	14282.68830171
0.57829451	14924.74107551
0.59594821	13400.04537070
0.58947916	16340.79001153
0.58005625	15494.73967678
0.58581857	15135.70635650
0.59129094	15622.03959103
0.56404207	14295.65524235
0.57785172	13423.16256673
0.58002654	13594.95410934
0.57526255	15184.76285976
0.58006753	14517.86028563
0.58824588	13642.42063020
0.57001111	16520.06410537
0.60038166	14748.25726341
0.58109964	14002.33458491
0.57721313	14220.31331579
0.58339943	14317.84265616
0.58523658	14447.94503881
0.58938805	15448.05698072
0.58190337	13779.79659604
0.58116676	14952.50099007
0.59509547	13460.62614606
0.58768859	12674.70287415
0.58503133	13954.85470084
0.57563188	14165.22194491
0.59053787	13031.51689250
0.59036237	14502.49576021
0.57828692	13469.40387110
0.58317321	14485.40123973
0.58729940	14765.80937687
0.59416096	13917.02975926
0.58921651	14632.16903489
0.57700871	14863.05763483
0.57377870	14728.56337529
0.58275426	14588.24208682
0.57927002	14461.20816352
0.58989665	14696.48800673
0.59260563	17378.36370028
0.59222990	13830.33897411
0.58135948	14839.00028188
0.57522166	14305.44754774
0.58306346	13936.44818714
0.58735075	14959.67890491
0.56416189	13140.21575877
0.57938385	13921.08558733
0.58653674	14227.32994793
0.58397235	13778.84476534
0.56209237	13032.80888785
0.58296118	15931.31637820
0.57910708	14154.33065092
0.57456949	12528.33410275
0.58242393	14213.58047138
0.57386003	15415.19209543
0.58073296	15676.69373712
0.58871828	14372.57096684
0.59556508	15008.22709432
0.59297802	14044.29025747
0.58828547	13756.98464717
0.58075304	13107.35895835
0.58610400	14836.00532459
0.58402317	12826.95302897
0.59718078	14137.71384144
0.57741041	15022.55199172
0.57043287	14360.83377829
0.58043674	14569.42926591
0.59363971	17796.66819845
0.57199828	15927.48525924
0.56510646	13795.03043357
0.59100978	15315.66761024
0.56294718	15409.94818507
0.57235879	14378.01609617
0.57254295	13868.07108057
0.58245956	14896.21902615
0.58190953	12356.97981247
0.60712501	14538.29870714
0.58362086	15088.40570951
0.59346055	15171.25217624
0.57295303	14373.50945257
0.57291236	14894.43035542
0.57810609	15992.92831052
0.57016306	13977.02646731
0.59607413	15565.83759777
0.58271113	14410.56668746
0.57969618	13869.66445526
0.56658520	13797.27636302
0.59058259	13201.08870204
0.59139960	14553.03768777
0.58117737	13674.24371627
0.58262582	13614.71526667
0.57323482	14162.31141434
0.59032474	13969.98913013
0.58710604	13810.35043468
0.59320491	12496.31572820
0.57861584	13544.46972284
0.57386569	13677.77660990
0.57527314	14515.89852246
0.58392634	15111.79763039
0.57901918	13960.40454524
0.58555304	16001.44232658
0.58340149	15121.52980018
0.57883106	14112.35980051
0.59325483	17902.33041707
0.58237586	16089.49321419
0.58296943	14948.55470901
0.59014967	15279.14771422
0.58157233	11784.07992914
0.58370981	14517.17757918
0.58657981	13556.35591720
0.58906263	14704.92058579
0.59282647	14706.14923927
0.58636673	15537.58153662
0.57076246	15740.82029874
0.58392001	15491.18378748
0.59106516	14839.06204747
0.56764859	14099.52527449
0.57394514	15310.68420976
0.58421251	16215.06930542
0.57094761	14195.43476644
0.58361808	12411.61978864
0.58971951	14552.07371678
0.58262699	14172.22541944
0.57209871	14860.23917931
0.59411280	14434.88856857
0.59252918	14830.99054885
0.56108564	15352.61660387
0.56534857	15203.05708668
0.59270442	12997.87694027
0.57241801	14056.68141825
0.57830085	14737.40248457
0.59476235	14648.33165261
0.58203644	16703.26462013
0.59386436	14931.70817274
0.56182800	14039.42231412
0.58238452	14727.51880489
0.57872053	13048.95161255
0.57300782	13857.92320673
0.59054321	13814.85659215
0.56430431	12960.54952140
0.59631983	15382.92723778
0.57451239	15923.13708204
0.57835375	14063.40808797
0.59649556	12386.37121297
0.57255781	12529.25430277
0.58231705	14496.76796969
0.59162829	14910.22861410
0.58941634	14548.72534078
0.58911199	14896.54462064
0.57749685	14409.41700435
0.59049690	16023.06452136
0.58238903	15546.23024695
0.57055943	15478.49458364
0.58043380	14366.62551054
0.58161842	15963.92543209
0.59190813	16211.75067869
0.57390206	14200.47647240
0.58445100	13477.26727673
0.59277300	13854.52923675
0.57340595	17110.96575010
0.59849340	15703.56018398
0.59279931	13059.95548429
0.57280816	15003.66426047
0.58204716	13650.88524108
0.57453698	15294.57153479
0.57469164	15311.61555959
0.57571052	15298.75665842
0.58679337	14678.93876967
0.57875408	13750.29431715
0.58062661	14481.25129766
0.58557246	13989.42192257
0.58637596	13774.56279806
0.58536555	13950.92768473
0.58662202	14257.03212413
0.58083228	13347.97961977
0.58309824	15142.81506007
0.59193267	14273.19469140
0.57669709	13935.03082587
0.57951762	15928.85630527
0.57837355	15348.14766645
0.59058575	13408.56999121
0.58852103	15945.62884525
0.56806132	14899.97822414
0.58513718	14023.45810615
0.59112030	14736.16381142
0.58181570	14020.63895982
0.57733737	13814.71361319
0.58036430	12720.41147361
0.57053505	14615.46740874
0.57489116	13238.28758399
0.59040414	15745.41637534
0.57965088	13296.02137000
0.57007864	14958.10334401
0.56028259	15696.84844991
0.56737303	14248.00913134
0.58575901	14508.39026210
0.57831149	14185.50893397
0.58702080	12132.86449671
0.59188932	14530.79590512
0.56153620	15015.32745895
0.57697632	15182.18931072
0.57208393	14134.76640553
0.58982895	16091.19248452
0.58422195	14227.99890293
0.58898077	14699.13252040
0.59330322	14854.95987586
0.58255221	14569.65726280
0.59253577	13211.44632235
0.56736321	12851.80836980
0.59612958	13129.48063570
0.59251496	15385.11683544
0.57238467	14159.70813232
0.59395403	13574.32129837
0.57978665	14119.03858113
0.57032247	14737.63315299
0.57846876	14921.77991449
0.57330791	13908.37004053
0.59630639	16470.70559683
0.57040992	17335.66081960
0.58306281	12855.00081066
0.58838706	16661.39586528
0.56979001	15913.77825167
0.57772201	15652.37583396
0.56839954	14844.88353389
0.59819177	14102.11444362
0.58197114	13249.18343359
0.56885484	14849.91701281
0.58567723	15172.38458832
0.57000677	14988.01163297
0.58338667	14103.50307410
0.58631627	13242.27447583
0.57415019	14563.11763349
0.59137155	14358.51994330
0.58381356	12672.71927986
0.58964384	13903.57562431
0.57999355	14157.13787380
0.58832151	13041.50390567
0.58377535	13956.62156395
0.57894990	14717.03188167
0.59214411	14413.29334597
0.56075886	14099.69481369
0.57574977	14867.11768044
0.58932930	13778.67787664
0.56724676	15783.50474250
0.57874071	14632.05233532
0.59119165	14965.09101520
0.57530734	13845.11223819
0.56391594	14919.33433878
0.58791032	12951.54721024
0.58476164	14037.70608956
0.58870333	13747.98600915
0.58840974	13987.00663932
0.58192775	14728.73598576
0.56926769	12107.40226034
0.57674878	16020.68049355
0.57962714	14877.67383907
0.58497711	14448.49217276
0.56827985	13328.69421443
0.59611282	15653.37367964
0.60209009	16242.61397329
0.58501758	15024.54474444
0.59889254	13399.80038373
0.57850406	14173.39312878
0.57712734	13770.24214245
0.59671794	13415.46482695
0.59900125	15086.81070015
0.58310894	14722.33093403
0.57256021	15586.54383333
0.59220649	16621.93783496
0.60482066	14652.10282343
0.59576000	12954.24925127
0.58495772	16012.04675655
0.58239485	13696.68124143
0.58943944	16453.15018135
0.58661030	12571.78378192
0.58439982	14011.60837945
0.57893165	15432.53266444
0.58045703	13568.25856480
0.58280670	15786.62642219
0.60592708	14175.06547565
0.60440921	14398.16422753
0.58682628	16116.58694390
0.59046071	15722.66509082
0.58850198	16382.41310603
0.58500930	14640.18606397
0.58540448	14710.62558812
0.58517182	15590.05701777
0.59814503	12522.37304933
0.58615733	14139.38367295
0.59465894	12900.41484741
0.57988910	13513.28253531
0.58937007	15525.10766053
0.57830903	15971.20491832
0.58993352	15114.09827716
0.57689536	14730.36740369
0.59892148	15564.88246106
0.58999921	16003.19788481
0.58474730	15712.53940224
0.59018882	15290.19546961
0.59005655	14367.64507165
0.57295630	15234.43134797
0.57521377	15858.70284246
0.57077427	13223.40325184
0.57312328	13840.94711767
0.57438971	15003.20717942
0.59137921	15168.93583451
0.59375538	14126.91216172
0.60116290	14500.27564508
0.56619591	12476.65584383
0.55956410	15393.72156796
0.57957172	13037.14854435
0.58352420	14647.86473905
0.57688181	12511.40248411
0.57911371	16316.31800258
0.58669128	16050.88032675
0.58144184	13258.61333712
0.58933449	14599.31980415
0.57976028	15323.56535320
0.57895062	12121.07387050
0.57526277	13896.54071277
0.57334779	14595.17800562
0.60336907	13202.82111008
0.58977898	14730.03555434
0.58436481	12265.04457417
0.57717767	14914.64532680
0.59501925	15639.04071543
0.59080818	12674.40833031
0.58020644	12316.10101924
0.56811177	14504.94352705
0.56345173	12241.67936184
0.58596021	13617.30452287
0.59093716	13398.26552619
0.56705350	13105.44354935
0.58804466	12704.13977523
0.58327503	13611.40926578
0.57535684	13241.87116893
0.58360037	14562.26285556
0.59380220	14913.31177026
0.57583873	15753.16224780
0.58717995	15876.75215046
0.58376407	14562.38310793
0.57801150	14830.96670212
0.58617318	14267.46674115
0.57499906	14304.25173806
0.58413063	14319.67068578
0.59771845	14463.22987813
0.59051606	15270.12687763
0.59697857	13436.38918123
0.59405096	14145.36032338
0.58748024	13894.84612229
0.57547221	14535.37086058
0.58959835	14744.39938003
0.57003358	13894.63068845
0.58367016	14101.23653919
0.56515317	14853.22219753
0.57388450	13430.25970425
0.59521198	15015.69838211
0.57454454	16295.68519001
0.58064071	14785.60484366
0.59164730	13126.60687188
0.57479559	15689.04185506
0.57680180	13763.64834417
0.57848497	14530.15467051
0.56746342	15287.78676228
0.58702140	13322.68420741
0.57597437	14285.39747005
0.58042921	14081.90511398
0.59543285	14852.86976145
0.59002953	15483.46402303
0.59086696	13802.47820718
0.59502507	14139.69391609
0.57159393	12935.35391830
0.59520373	15289.56871794
0.57194006	13370.70166193
0.57980385	13834.94072452
0.57490058	15058.36830181
0.59644765	14499.05967251
0.59471899	13602.89248491
0.58739321	14235.94626768
0.57706968	14265.99679566
0.57131946	13980.67947211
0.57575090	15336.92687818
0.57973576	13892.77156454
0.58984692	14046.62408317
0.58390881	14603.15062350
0.58563383	15478.68758863
0.58799162	13675.54978591
0.57851049	15245.60625195
0.56249889	15525.30693490
0.58811111	14295.41665903
0.58750894	15450.38532151
0.59229802	14863.74270000
0.56330505	13111.96553387
0.59487953	14869.11556837
0.57658156	15008.08384612
0.57528059	15296.14154390
0.57800246	15733.31401023
0.57497492	13448.28333844
0.59295969	15693.49135310
0.57818139	15200.12211060
0.56943322	14176.15899055
0.58701196	13622.27227149
0.56793347	13013.37757109
0.56661108	13200.14156916
0.56877803	13817.78153909
0.57389879	12809.88916401
0.57237817	14247.16860602
0.58238235	13584.19864357
0.56338350	14695.77794144
0.58691206	14893.42630304
0.58354627	15171.40220344
0.58298539	12982.16118296
0.57117402	13349.02267675
0.58116665	15936.95501188
0.58978699	14178.52678096
0.57863024	15257.65613212
0.58204544	16093.54483590
0.58562363	13693.03308332
0.58270217	15530.54845251
0.59371504	15228.62964965
0.59088231	13784.22024789
0.59745779	15038.35241000
0.58565990	14538.88639757
0.57762821	13702.91170429
0.58595621	15701.88360172
0.59397603	13995.71994406
0.58808373	14615.63781477
0.57988148	13658.47101034
0.58408241	15163.37994409
0.57530095	15728.78711464
0.57471932	14710.07091400
0.58593859	12288.81767367
0.58341571	14792.70097869
0.57942687	13730.76326280
0.58199073	13831.15300787
0.59011522	14751.99519892
0.57558064	15812.97635785
0.57836755	16613.09984647
0.56425003	14681.82771355
0.57965838	13767.27476688
0.57890698	13451.21653123
0.58414558	15746.48940207
0.57252763	15470.40090232
0.58404651	14854.66382213
0.57553117	15464.61274721
0.58965637	14568.60815764
0.57580600	15384.34752720
0.58341523	15120.06182534
0.57290998	13849.10925196
0.58630334	16248.24175651
0.57231377	14161.47696674
0.58299963	14529.39409222
0.58190511	14057.84505205
0.57439616	14388.45420675
0.57827963	13858.73429029
0.57435767	13267.28032874
0.56051405	12596.27679872
0.57378096	13417.17787475
0.57999350	15059.13519866
0.58653631	13907.57872330
0.57532396	13522.34601938
0.57705561	15105.89028076
0.56440561	14987.67268369
0.58196452	15034.12680118
0.57642219	14267.28557883
0.58772649	13834.29378464
0.59833437	16410.90312046
0.57342678	12803.33766019
0.56902107	13582.44552856
0.59217906	14389.31151901
0.57483751	14187.86307464
0.57783409	14426.54316412
0.58628937	13071.04114052
0.57965147	14046.95304079
0.58875661	14215.38250413
0.58158466	13693.81644578
0.58164592	15113.61333432
0.57769297	13082.11890944
0.59011869	14912.14198589
0.59441500	13779.56247695
0.57568022	16400.14401163
0.58121311	14579.88358419
0.57166968	12627.74962665
0.59641679	15712.74846889
0.58359043	13046.89311516
0.56499784	14440.08851942
0.57045842	15476.11683136
0.56975278	15712.41601699
0.58547158	14861.75138082
0.59574418	13347.78624220
0.57740062	14140.34176903
0.58706316	14532.17734997
0.59432903	14671.42809265
0.57852137	14784.04330118
0.57667463	13960.89609071
0.57684665	14286.60663053
0.57302000	15463.98077277
0.58901964	14677.27665946
0.58583401	14420.67957894
0.58514927	15226.18159296
0.56190646	13640.70553035
0.58399184	15666.05589553
0.58467344	15375.08995148
0.57058921	14528.50031934
0.58216324	14370.55290844
0.58178679	15059.55894445
0.58948100	15011.05998028
0.58433500	14651.80936848
0.58007018	14076.22685980
0.57491171	14363.53146318
0.58268794	16421.99451859
0.58933059	13292.63688275
0.58876274	15453.40631270
0.59567484	13462.54541355
0.58832441	14033.94365407
0.59739388	16362.52937531
0.58119153	14937.43287106
0.58204713	14209.17113940
0.59513497	12064.00602056
0.57799757	14650.78814907
0.59958044	14094.54119831
0.57893917	14228.48805334
0.56793628	16832.06200990
0.57387954	13698.69648739
0.57756109	13882.20515178
0.57014265	13753.42592236
0.57184234	14685.43661293
0.58194496	15258.31971397
0.57660155	15249.16950447
0.57881523	14402.06177644
0.57010025	13473.00034452
0.59590218	17001.49883573
0.56405584	14395.98001924
0.58667543	15717.73158502
0.56675589	14504.71224190
0.58597641	15997.78577569
0.60074186	15559.51545883
0.58684918	12581.62768394
0.59191114	15068.86137488
0.58369341	13333.43925086
0.58460100	13903.59978543
0.58336467	14365.40721326
0.58747556	14758.28171945
0.58934065	13856.71483935
0.58825692	14972.67508146
0.57400775	14410.35937397
0.55508966	13241.07337316
0.59034940	15314.01934805
0.59581551	14508.81758968
0.58428673	13999.42773520
0.58657954	13324.17493430
0.58916318	14095.15158869
0.59205390	13521.06103187
0.56236997	14374.84146676
0.57818139	14907.10963271
0.57043132	13068.80380995
0.57266184	16040.38577592
0.59288729	14562.21757988
0.57368541	15111.56616592
0.58170416	15263.22652086
0.57947488	14391.34223555
0.59620986	12303.26545742
0.58139192	13777.49663744
0.55998122	14076.96922983
0.57862605	14975.08671493
0.57566602	14293.18342182
0.58186066	13172.79402807
0.59635096	13340.69004938
0.57513803	14566.06752930
0.58176701	14043.06705082
0.57670479	14806.85655072
0.58144480	14248.75094065
0.58723325	15291.81645656
0.56639109	15832.90265861
0.57557421	14401.76193580
0.58176855	12650.41423013
0.58840986	13062.61026377
0.58158713	12208.26913519
0.57982831	14066.84142041
0.59639990	11635.64173149
0.58019242	14872.93648570
0.58500589	13704.09106633
0.59296369	14819.70216890
0.58858345	14981.78238532
0.57085924	13551.77872320
0.57298335	13683.20764868
0.58214709	13776.03239273
0.57933926	15639.55137405
0.59555753	14913.42773696
0.58303795	14418.28328786
0.58724682	13434.36794493
0.58013664	13452.83501812
0.58963475	17128.88859203
0.58245136	14280.46048484
0.58513195	13788.12099235
0.57763220	13144.05802364
0.57315191	14045.08100362
0.58225505	14903.07449187
0.59195830	15129.33262189
0.56904420	15582.08680174
0.57985682	14078.22944702
0.58145513	16546.18053337
0.57086229	14593.78647567
0.58554493	14077.09556901
0.58476735	15891.80137521
0.57521445	15021.72503574
0.58728647	15037.15651700
0.56925633	13609.29320977
0.57627013	15734.04642478
0.58088105	15339.03651718
0.58297126	14703.68544256
0.58942953	13601.05925855
0.58068941	14144.22720628
0.56710703	15116.11856963
0.57820494	15728.87570331
0.58770878	14199.25487697
0.57122538	12563.84893474
0.58953368	12681.49094424
0.58756944	15847.03436009
0.58668840	16015.53050894
0.57114975	14523.20629583
0.59899007	14247.39052157
0.59129839	13964.08150228
0.57897835	15973.68691754
0.58418785	15399.58552549
0.58666524	16223.47394290
0.57379018	14245.21881535
0.57718825	14884.94901594
0.58337334	15323.65102025
0.59489697	14649.72093001
0.56361158	14786.29997104
0.58294857	16124.22110814
0.58741848	12952.44693326
0.58622349	15445.93219011
0.58156886	12299.97891835
0.57475340	13790.54506358
0.58244952	13254.64801982
0.58233117	15275.52920535
0.58151556	14874.16129931
0.57157772	13485.01345616
0.56760247	15795.20761727
0.59293955	16845.54206369
0.57967281	14779.06947807
0.57719297	13300.36453612
0.58408689	14791.45187662
0.57262080	15162.83456942
0.57239820	12799.99551015
0.56854704	13314.93494082
0.58249305	13666.04876750
0.58179064	15163.83414489
0.58560148	16754.20938320
0.58776459	15355.79918290
0.57899076	14207.85112004
0.57781872	16722.57040932
0.57337087	15045.18847363
0.59699678	15430.63841189
0.57466244	16538.21089447
0.58517070	13007.17654321
0.58534574	17246.19224986
0.58111692	15435.91177518
0.57060995	16619.82855568
0.57165568	12768.39372329
0.57899776	12688.68815594
0.57257291	14193.60224249
0.57650692	14352.44677202
0.58561684	17526.54754725
0.56849054	14682.81776598
0.59501846	13983.18805990
0.58068189	13427.57141670
0.57750597	14943.51249911
0.57697967	14812.28012824
0.58931081	14842.22148266
0.57570538	14477.47471359
0.58007152	14744.87666350
0.56280253	16443.96238606
0.57143363	13283.32506357
0.57363887	13002.21235180
0.57081193	14299.91052174
0.58177691	12801.98220924
0.58395484	14276.35319697
0.56960687	14202.99439982
0.57645161	15641.89885815
0.58850281	13025.22378000
0.59039448	13131.03239347
0.58504914	15062.29740587
0.57747273	13621.03343280
0.57686360	16933.81810892
0.59196276	15175.81549444
0.58793729	14052.37813693
0.57037528	12566.50272109
0.58442365	16627.96756422
0.59419445	13698.28605562
0.59353540	14828.70792331
0.56696084	13187.13685382
0.59024162	15531.21055450
0.58602124	14570.11478738
0.58558455	14894.66064766
0.58688105	14858.65173563
0.58968274	15859.20927445
0.58976833	13809.45199736
0.57898805	15019.76721375
0.57899973	15229.95584361
0.57455608	15532.28704217
0.56737826	16347.07791902
0.56983988	14887.55358355
0.59338444	12976.55370728
0.57112867	16130.13492852
0.58211867	15103.02450683
0.58347866	16856.88741738
0.56336658	14480.12329314
0.58741183	13055.29939661
0.58302273	16758.68388189
0.58217734	13841.94761135
0.57491003	15062.41634190
0.56174729	15974.06940240
0.56676552	15825.47588951
0.57224050	14926.76793207
0.58637250	14410.58657604
0.59081157	14319.53726473
0.57322825	15010.56802064
0.57492515	14406.91725801
0.58626212	15590.54249878
0.57361874	12441.57248373
0.58069886	14887.62332801
0.57858540	14464.30634502
0.57960393	15736.69595862
0.58422293	15029.82971513
0.58350375	14310.67118391
0.57968907	15017.82974778
0.57711237	13099.33150085
0.59341542	13403.43221251
0.57331403	15148.21297086
0.59538434	15430.60454797
0.59835403	14780.34244296
0.57660574	14534.60035604
0.58789190	14647.09703939
0.58416590	13242.37398038
0.57965729	12586.53290970
0.60113524	14222.57041558
0.59441734	16903.96754931
0.57481684	14321.96510914
0.57338655	13375.95041000
0.59326274	14932.83162112
0.56134460	13825.76213438
0.59392352	14617.88382890
0.58506380	13926.98675019
0.57581316	14032.22507044
0.56964513	15748.66884496
0.56372616	12565.79275733
0.56704536	14665.65384290
0.58085788	13685.90121365
0.59397160	12796.55273480
0.58079325	12698.96625913
0.58447458	14548.89314188
0.58094533	14370.81918695
0.58866517	15872.71450222
0.58277354	14434.92060374
0.56948217	15171.58174162
0.55813300	14172.19741849
0.58771312	15298.81883274
0.58195349	15203.10947395
0.57601249	13682.62511280
0.58487666	14979.45492756
0.59689598	14149.70020538
0.59437933	13069.81055035
0.58229325	14950.29684485
0.58624658	15447.04971155
0.57168538	15821.76757941
0.59218487	14616.57732063
0.58819439	15606.26036645
0.59031783	15057.51509563
0.59846974	14284.50549780
0.59627602	12890.69674131
0.58098727	14854.36958005
0.59258294	14109.19029528
0.57176611	15590.00653938
0.58525699	12949.31710688
0.57153817	14463.20244935
0.58401974	14147.20488046
0.57945947	14618.40912103
0.58432841	14839.82899825
0.58091747	15587.38843387
0.58116907	15431.11147129
0.58645757	14839.66381050
0.56873934	14509.59092656
0.56739857	14941.19950173
0.57332681	15018.60204683
0.56760968	14356.89682184
0.58077329	14637.04139551
0.59155586	13020.24568536
0.57599848	13889.86059574
0.58996538	14367.90197600
0.59438790	15007.25072302
0.57876101	13487.80371791
0.59032059	14078.21542844
0.59005597	14147.98660210
0.59453979	13588.10724088
0.59635749	14898.41121187
0.57973442	13932.71523642
0.57848948	14349.13764098
0.58555866	15009.14382277
0.58976198	15655.48635715
0.57989933	13127.56905515
0.59240695	13252.79719315
0.57792104	14779.80295379
0.60228817	14689.98891885
0.56954641	14809.91605784
0.59496497	14913.17490525
0.59119798	14706.86416526
0.58058489	16175.24345237
0.57039241	16417.70851419
0.58573545	12988.92332243
0.57048509	14897.29130823
0.58499513	15566.81060200
0.57840714	11334.95533860
0.58623531	13259.70633189
0.56774455	14106.28464375
0.58228077	12890.47503965
0.58772384	14012.53648606
0.58336963	13347.71297030
0.57053324	15982.09304484
0.59141485	15153.01748632
0.58263539	16332.45673342
0.58165303	15587.93992644
0.57651938	12669.10300743
0.58058031	15208.43850805
0.57998613	14951.68487285
0.56554065	16206.49690713
0.58442480	12792.19953726
0.58910136	14533.49222332
0.58815199	13774.96735512
0.56916699	14668.93003351
0.59039327	15384.35862303
0.58889908	13448.73503522
0.59402019	14245.29006837
0.57416364	13886.15046588
0.57940659	14882.80639243
0.58993961	17055.04324607
0.57706726	12921.72979835
0.57559334	14655.46774051
0.58108567	15299.59983000
0.56435834	15233.56826339
0.59845870	15362.57970849
0.57620862	14926.69582345
0.57900919	14835.68132237
0.56015262	15070.90278147
0.56429496	14256.21609133
0.59454341	16088.16949695
0.56765467	14229.49472291
0.58374501	15830.29075493
0.57944746	12303.57793924
0.58048750	13454.14000996
0.58512989	12578.75388189
0.58427450	14772.88123521
0.58931181	15952.92233578
0.57369897	15302.50638163
0.58225001	13781.31814138
0.59021089	15252.21131632
0.57019133	14188.17953861
0.59346407	12682.37602211
0.58558954	16319.93512328
0.58796532	14582.32566617
0.58303829	13561.86915593
0.56372028	14530.87075165
0.57198065	15205.84827899
0.58135305	14047.57066449
0.59046918	15429.72451545
0.59244429	14915.67142288
0.58359442	14159.87135553
0.58430255	13860.95983326
0.57095844	14644.16466600
0.58445544	14250.41529526
0.57930763	14099.43003706
0.57955352	14657.40270924
0.56460599	16015.82124926
0.57916595	13034.69332720
0.59634087	14806.98117930
0.58791585	14046.15562998
0.58426226	15427.49848581
0.58389110	12754.74608670
0.58664454	13781.50584490
0.57817798	15036.91995670
0.57989249	14996.70437815
0.57139981	13557.40579133
0.56931043	14808.73639373
0.57759807	14314.90844979
0.58909896	14037.07583978
0.58144658	15315.74834479
0.58129346	14251.73228122
0.57440848	14219.76893655
0.57691169	14755.35167168
0.56803464	13876.69447568
0.57454430	15806.07173252
0.59034042	13657.37780449
0.55458393	15164.73269355
0.58596704	14940.54803570
0.57035295	14750.47170200
0.57272632	14538.48165416
0.59023572	12021.51337751
0.58687456	14072.85516177
0.57492390	13741.47389493
0.57725182	14673.26131506
0.57597863	13094.87691495
0.55255908	13975.34845555
0.58601012	13366.51660653
0.58701345	14521.56679886
0.58436606	13581.50619926
0.58342556	15022.38830037
0.58362926	13795.95377482
0.57735007	13038.52781268
0.57905202	12810.40306575
0.60684344	12303.83352804
0.58688426	13576.55483173
0.58177566	12903.18320837
0.58089630	15308.44100583
0.57178850	15962.41774052
0.60020849	15450.75849871
0.59439209	14044.00978068
0.58985125	13559.86996705
0.57909904	14667.61519810
0.56924947	13516.37245390
0.57652936	15898.39553617
0.57044238	15503.93925619
0.56716536	13240.47504693
0.58112056	16208.94739655
0.56743889	13450.12292772
0.57728521	14161.29834958
0.58601734	15340.34562659
0.58542288	14287.94792306
0.58286316	12742.95561677
0.58737522	13961.98403675
0.58874864	14357.61771989
0.58386827	13182.26476477
0.58853397	14285.91667992
0.57762402	14135.52491828
0.59074741	14099.79789570
0.58277521	14457.78460286
0.58425319	14619.14528873
0.58783484	13783.06775084
0.58647555	14991.02780909
0.58832762	15555.04822924
0.57513241	14565.33757603
0.58751421	14281.11598619
0.58098223	15643.35307894
0.58961368	16183.96633155
0.57405837	15660.35798688
0.58390201	14551.17220625
0.57628400	15486.20038130
0.56884751	13818.03104277
0.57059747	14563.30534981
0.59274127	14659.01104536
0.58046435	13719.11021569
0.57920675	13633.13814204
0.59279363	10588.17340810
0.58164300	14025.64266486
0.58189479	13853.64922357
0.57827143	14362.68658742
0.55978639	14929.43167557
0.59450783	13567.71763502
0.57688065	14841.95365262
0.58103720	14935.85966135
0.57145252	13870.25965870
0.58369899	13965.84568351
0.57549838	16141.51044674
0.57531465	14264.23712816
0.59545739	14239.01477573
0.58696912	13015.65452575
0.58894633	14343.58313670
0.57987828	14714.99834968
0.56867317	13320.29783912
0.58512963	15216.46409706
0.58356653	13902.83793872
0.59533022	13155.06467296
0.57626727	15956.46584419
0.58110388	14593.66344418
0.58085177	14400.53159904
0.57120646	13443.86598564
0.58973453	14777.14795833
0.58294108	13612.03488991
0.56783789	13968.21332154
0.56792402	15777.96315417
0.58562078	14217.80881207
0.59549967	12776.37963552
0.56845800	14776.38465373
0.58383206	12512.27490147
0.56329736	11853.83791415
0.58611721	13608.58231716
0.58334934	14780.95358593
0.58950001	15642.48923756
0.55955393	15247.60213335
0.59545091	16019.03805644
0.57679382	15639.08973463
0.58245737	14941.85278756
0.57469166	13613.07204692
0.58284022	14626.18185857
0.57722122	16089.31133237
0.59340192	12857.17525027
0.58408018	15426.56050311
0.59000835	14468.51852989
0.56555752	15098.06695770
0.58129000	13585.34033480
0.56864961	13136.57852211
0.58978949	16452.95833192
0.60042126	15344.61884714
0.57967801	15873.42498032
0.57836458	13557.01648867
0.58145945	14048.54474101
0.56915115	15568.51296100
0.58280263	14261.24966836
0.57922390	14006.68886670
0.58444855	13761.26771355
0.59461650	14304.97054259
0.59400187	14160.03598404
0.56974801	16177.54817504
0.59095477	15279.89516751
0.57706051	15496.46438519
0.58615164	16737.18530194
0.58549101	16555.63808492
0.58424234	14659.03644848
0.58918966	14355.45966086
0.56752131	12480.37845278
0.57808962	13315.48101335
0.57540726	14084.16270974
0.56223601	16275.23925877
0.59207057	12259.79630374
0.56904594	14907.86225824
0.58850747	13432.66977411
0.58077044	11898.61914631
0.59185541	16718.55165177
0.57116205	15453.54890272
0.58792313	13571.54387126
0.58898870	13408.84856376
0.59541962	14296.45672402
0.57428947	12948.94321687
0.59097380	14087.50684131
0.56789493	14736.92328546
0.58687271	14257.16379523
0.58807308	16716.45114028
0.57668470	15284.12820623
0.58661908	15317.91506306
0.57381343	16189.18433886
0.57499514	14800.21808583
0.58986814	15367.06211720
0.58183133	12316.08462997
0.57483117	13882.47969154
0.56988210	16404.43913172
0.58672197	13677.57713465
0.58732038	16110.64332726
0.58302927	14855.76925685
0.59691940	12448.56949685
0.59121657	14344.72220984
0.57085639	14223.90585497
0.57981529	14164.40458508
0.57440351	14172.16094789
0.58912844	14656.54312013
0.57291037	13514.11913435
0.58153429	12423.79966577
0.59556524	13264.10954801
0.59049579	15297.00235275
0.58644511	13716.72992579
0.57127836	14752.26572006
0.59455164	13780.08572324
